t:      z:         z':
2.72   0.0476426   0.141224
2.721   0.0477833   0.140117
2.722   0.0479228   0.139009
2.723   0.0480613   0.137902
2.724   0.0481986   0.136795
2.725   0.0483349   0.135687
2.726   0.04847   0.13458
2.727   0.048604   0.133473
2.728   0.0487369   0.132366
2.729   0.0488688   0.13126
2.73   0.0489995   0.130153
2.731   0.0491291   0.129046
2.732   0.0492576   0.12794
2.733   0.0493849   0.126834
2.734   0.0495112   0.125728
2.735   0.0496364   0.124622
2.736   0.0497605   0.123516
2.737   0.0498834   0.122411
2.738   0.0500053   0.121306
2.739   0.050126   0.120201
2.74   0.0502457   0.119096
2.741   0.0503642   0.117992
2.742   0.0504817   0.116888
2.743   0.050598   0.115784
2.744   0.0507132   0.114681
2.745   0.0508274   0.113578
2.746   0.0509404   0.112475
2.747   0.0510523   0.111373
2.748   0.0511631   0.110271
2.749   0.0512729   0.109169
2.75   0.0513815   0.108068
2.751   0.051489   0.106967
2.752   0.0515954   0.105867
2.753   0.0517007   0.104767
2.754   0.051805   0.103668
2.755   0.0519081   0.102569
2.756   0.0520101   0.101471
2.757   0.052111   0.100373
2.758   0.0522108   0.0992754
2.759   0.0523096   0.0981786
2.76   0.0524072   0.0970823
2.761   0.0525037   0.0959866
2.762   0.0525992   0.0948915
2.763   0.0526935   0.093797
2.764   0.0527868   0.0927031
2.765   0.0528789   0.0916098
2.766   0.05297   0.0905172
2.767   0.05306   0.0894252
2.768   0.0531488   0.0883339
2.769   0.0532366   0.0872432
2.77   0.0533233   0.0861532
2.771   0.0534089   0.085064
2.772   0.0534934   0.0839754
2.773   0.0535769   0.0828876
2.774   0.0536592   0.0818006
2.775   0.0537405   0.0807143
2.776   0.0538207   0.0796288
2.777   0.0538997   0.0785441
2.778   0.0539777   0.0774601
2.779   0.0540547   0.076377
2.78   0.0541305   0.0752948
2.781   0.0542053   0.0742133
2.782   0.0542789   0.0731328
2.783   0.0543515   0.0720531
2.784   0.054423   0.0709743
2.785   0.0544935   0.0698964
2.786   0.0545628   0.0688194
2.787   0.0546311   0.0677433
2.788   0.0546983   0.0666682
2.789   0.0547644   0.0655941
2.79   0.0548295   0.0645209
2.791   0.0548935   0.0634487
2.792   0.0549564   0.0623775
2.793   0.0550182   0.0613073
2.794   0.055079   0.0602381
2.795   0.0551387   0.05917
2.796   0.0551974   0.058103
2.797   0.0552549   0.057037
2.798   0.0553114   0.055972
2.799   0.0553669   0.0549082
2.8   0.0554212   0.0538455
2.801   0.0554746   0.0527839
2.802   0.0555268   0.0517235
2.803   0.055578   0.0506642
2.804   0.0556281   0.049606
2.805   0.0556772   0.0485491
2.806   0.0557252   0.0474933
2.807   0.0557722   0.0464388
2.808   0.0558181   0.0453854
2.809   0.055863   0.0443333
2.81   0.0559068   0.0432825
2.811   0.0559495   0.0422329
2.812   0.0559912   0.0411845
2.813   0.0560319   0.0401375
2.814   0.0560715   0.0390918
2.815   0.0561101   0.0380474
2.816   0.0561476   0.0370043
2.817   0.0561841   0.0359625
2.818   0.0562195   0.0349221
2.819   0.0562539   0.0338831
2.82   0.0562873   0.0328454
2.821   0.0563196   0.0318092
2.822   0.0563509   0.0307744
2.823   0.0563812   0.0297409
2.824   0.0564104   0.028709
2.825   0.0564386   0.0276784
2.826   0.0564658   0.0266494
2.827   0.0564919   0.0256218
2.828   0.056517   0.0245957
2.829   0.0565411   0.0235711
2.83   0.0565642   0.022548
2.831   0.0565862   0.0215265
2.832   0.0566072   0.0205064
2.833   0.0566272   0.019488
2.834   0.0566462   0.0184711
2.835   0.0566642   0.0174558
2.836   0.0566811   0.0164421
2.837   0.056697   0.01543
2.838   0.056712   0.0144196
2.839   0.0567259   0.0134107
2.84   0.0567388   0.0124036
2.841   0.0567507   0.011398
2.842   0.0567616   0.0103942
2.843   0.0567715   0.00939203
2.844   0.0567804   0.00839157
2.845   0.0567883   0.00739283
2.846   0.0567952   0.00639582
2.847   0.056801   0.00540055
2.848   0.056806   0.00440703
2.849   0.0568099   0.00341528
2.85   0.0568128   0.0024253
2.851   0.0568147   0.00143712
2.852   0.0568157   0.000450746
2.853   0.0568156   -0.000533811
2.854   0.0568146   -0.00151654
2.855   0.0568126   -0.00249742
2.856   0.0568096   -0.00347645
2.857   0.0568056   -0.0044536
2.858   0.0568007   -0.00542888
2.859   0.0567948   -0.00640226
2.86   0.0567879   -0.00737373
2.861   0.05678   -0.00834328
2.862   0.0567712   -0.0093109
2.863   0.0567614   -0.0102766
2.864   0.0567506   -0.0112403
2.865   0.0567389   -0.012202
2.866   0.0567262   -0.0131618
2.867   0.0567126   -0.0141196
2.868   0.056698   -0.0150753
2.869   0.0566825   -0.0160291
2.87   0.0566659   -0.0169808
2.871   0.0566485   -0.0179304
2.872   0.0566301   -0.018878
2.873   0.0566107   -0.0198236
2.874   0.0565904   -0.020767
2.875   0.0565692   -0.0217084
2.876   0.056547   -0.0226476
2.877   0.0565239   -0.0235847
2.878   0.0564999   -0.0245197
2.879   0.0564749   -0.0254526
2.88   0.056449   -0.0263833
2.881   0.0564221   -0.0273118
2.882   0.0563943   -0.0282381
2.883   0.0563656   -0.0291623
2.884   0.056336   -0.0300842
2.885   0.0563055   -0.031004
2.886   0.056274   -0.0319215
2.887   0.0562416   -0.0328368
2.888   0.0562083   -0.0337498
2.889   0.0561741   -0.0346605
2.89   0.056139   -0.035569
2.891   0.056103   -0.0364752
2.892   0.0560661   -0.0373791
2.893   0.0560282   -0.0382806
2.894   0.0559895   -0.0391799
2.895   0.0559499   -0.0400768
2.896   0.0559093   -0.0409714
2.897   0.0558679   -0.0418636
2.898   0.0558256   -0.0427534
2.899   0.0557824   -0.0436409
2.9   0.0557383   -0.044526
2.901   0.0556934   -0.0454086
2.902   0.0556475   -0.0462889
2.903   0.0556008   -0.0471667
2.904   0.0555532   -0.0480421
2.905   0.0555047   -0.048915
2.906   0.0554554   -0.0497855
2.907   0.0554051   -0.0506535
2.908   0.0553541   -0.051519
2.909   0.0553021   -0.0523821
2.91   0.0552493   -0.0532426
2.911   0.0551956   -0.0541006
2.912   0.0551411   -0.0549561
2.913   0.0550857   -0.055809
2.914   0.0550295   -0.0566594
2.915   0.0549724   -0.0575072
2.916   0.0549145   -0.0583525
2.917   0.0548557   -0.0591952
2.918   0.0547961   -0.0600352
2.919   0.0547356   -0.0608727
2.92   0.0546743   -0.0617076
2.921   0.0546122   -0.0625398
2.922   0.0545492   -0.0633694
2.923   0.0544855   -0.0641963
2.924   0.0544209   -0.0650206
2.925   0.0543554   -0.0658422
2.926   0.0542892   -0.0666612
2.927   0.0542221   -0.0674774
2.928   0.0541542   -0.068291
2.929   0.0540855   -0.0691018
2.93   0.054016   -0.0699099
2.931   0.0539457   -0.0707153
2.932   0.0538746   -0.071518
2.933   0.0538027   -0.0723179
2.934   0.0537299   -0.073115
2.935   0.0536564   -0.0739094
2.936   0.0535821   -0.0747009
2.937   0.053507   -0.0754897
2.938   0.0534312   -0.0762757
2.939   0.0533545   -0.0770589
2.94   0.053277   -0.0778392
2.941   0.0531988   -0.0786167
2.942   0.0531198   -0.0793914
2.943   0.05304   -0.0801632
2.944   0.0529595   -0.0809322
2.945   0.0528782   -0.0816983
2.946   0.0527961   -0.0824615
2.947   0.0527132   -0.0832218
2.948   0.0526296   -0.0839792
2.949   0.0525453   -0.0847337
2.95   0.0524602   -0.0854853
2.951   0.0523743   -0.086234
2.952   0.0522877   -0.0869797
2.953   0.0522004   -0.0877224
2.954   0.0521123   -0.0884622
2.955   0.0520234   -0.0891991
2.956   0.0519339   -0.089933
2.957   0.0518436   -0.0906638
2.958   0.0517525   -0.0913917
2.959   0.0516608   -0.0921166
2.96   0.0515683   -0.0928385
2.961   0.0514751   -0.0935573
2.962   0.0513812   -0.0942731
2.963   0.0512866   -0.0949859
2.964   0.0511912   -0.0956957
2.965   0.0510952   -0.0964023
2.966   0.0509984   -0.0971059
2.967   0.050901   -0.0978065
2.968   0.0508028   -0.0985039
2.969   0.050704   -0.0991983
2.97   0.0506044   -0.0998895
2.971   0.0505042   -0.100578
2.972   0.0504033   -0.101263
2.973   0.0503017   -0.101945
2.974   0.0501994   -0.102623
2.975   0.0500964   -0.103299
2.976   0.0499928   -0.103972
2.977   0.0498885   -0.104641
2.978   0.0497835   -0.105307
2.979   0.0496778   -0.10597
2.98   0.0495715   -0.10663
2.981   0.0494646   -0.107286
2.982   0.049357   -0.10794
2.983   0.0492487   -0.10859
2.984   0.0491398   -0.109237
2.985   0.0490302   -0.109881
2.986   0.04892   -0.110521
2.987   0.0488092   -0.111159
2.988   0.0486977   -0.111793
2.989   0.0485856   -0.112423
2.99   0.0484729   -0.113051
2.991   0.0483595   -0.113675
2.992   0.0482455   -0.114296
2.993   0.0481309   -0.114914
2.994   0.0480157   -0.115528
2.995   0.0478999   -0.116139
2.996   0.0477834   -0.116747
2.997   0.0476664   -0.117352
2.998   0.0475487   -0.117953
2.999   0.0474305   -0.118551
3   0.0473116   -0.119145
3.001   0.0471922   -0.119736

t:      z:         z':
0   1   -0.5
-0.001   1.0005   -0.499
-0.002   1.001   -0.498
-0.003   1.0015   -0.497
-0.004   1.00199   -0.496
-0.005   1.00249   -0.495
-0.006   1.00298   -0.494
-0.007   1.00348   -0.493
-0.008   1.00397   -0.492
-0.009   1.00446   -0.491
-0.01   1.00495   -0.49
-0.011   1.00544   -0.489001
-0.012   1.00593   -0.488001
-0.013   1.00642   -0.487001
-0.014   1.0069   -0.486001
-0.015   1.00739   -0.485002
-0.016   1.00787   -0.484002
-0.017   1.00836   -0.483002
-0.018   1.00884   -0.482003
-0.019   1.00932   -0.481003
-0.02   1.0098   -0.480004
-0.021   1.01028   -0.479005
-0.022   1.01076   -0.478005
-0.023   1.01124   -0.477006
-0.024   1.01171   -0.476007
-0.025   1.01219   -0.475008
-0.026   1.01266   -0.474009
-0.027   1.01314   -0.47301
-0.028   1.01361   -0.472011
-0.029   1.01408   -0.471012
-0.03   1.01455   -0.470013
-0.031   1.01502   -0.469015
-0.032   1.01549   -0.468016
-0.033   1.01596   -0.467018
-0.034   1.01642   -0.466019
-0.035   1.01689   -0.465021
-0.036   1.01735   -0.464023
-0.037   1.01782   -0.463025
-0.038   1.01828   -0.462027
-0.039   1.01874   -0.461029
-0.04   1.0192   -0.460032
-0.041   1.01966   -0.459034
-0.042   1.02012   -0.458037
-0.043   1.02058   -0.457039
-0.044   1.02103   -0.456042
-0.045   1.02149   -0.455045
-0.046   1.02194   -0.454048
-0.047   1.0224   -0.453051
-0.048   1.02285   -0.452055
-0.049   1.0233   -0.451058
-0.05   1.02375   -0.450062
-0.051   1.0242   -0.449065
-0.052   1.02465   -0.448069
-0.053   1.0251   -0.447073
-0.054   1.02554   -0.446077
-0.055   1.02599   -0.445082
-0.056   1.02643   -0.444086
-0.057   1.02688   -0.443091
-0.058   1.02732   -0.442096
-0.059   1.02776   -0.441101
-0.06   1.0282   -0.440106
-0.061   1.02864   -0.439111
-0.062   1.02908   -0.438117
-0.063   1.02952   -0.437123
-0.064   1.02995   -0.436129
-0.065   1.03039   -0.435135
-0.066   1.03082   -0.434141
-0.067   1.03126   -0.433147
-0.068   1.03169   -0.432154
-0.069   1.03212   -0.431161
-0.07   1.03255   -0.430168
-0.071   1.03298   -0.429175
-0.072   1.03341   -0.428183
-0.073   1.03384   -0.42719
-0.074   1.03427   -0.426198
-0.075   1.03469   -0.425206
-0.076   1.03512   -0.424214
-0.077   1.03554   -0.423223
-0.078   1.03596   -0.422232
-0.079   1.03638   -0.421241
-0.08   1.03681   -0.42025
-0.081   1.03722   -0.419259
-0.082   1.03764   -0.418269
-0.083   1.03806   -0.417279
-0.084   1.03848   -0.416289
-0.085   1.03889   -0.415299
-0.086   1.03931   -0.41431
-0.087   1.03972   -0.413321
-0.088   1.04014   -0.412332
-0.089   1.04055   -0.411343
-0.09   1.04096   -0.410355
-0.091   1.04137   -0.409366
-0.092   1.04178   -0.408378
-0.093   1.04218   -0.407391
-0.094   1.04259   -0.406403
-0.095   1.043   -0.405416
-0.096   1.0434   -0.404429
-0.097   1.04381   -0.403443
-0.098   1.04421   -0.402457
-0.099   1.04461   -0.401471
-0.1   1.04501   -0.400485
-0.101   1.04541   -0.399499
-0.102   1.04581   -0.398514
-0.103   1.04621   -0.397529
-0.104   1.04661   -0.396545
-0.105   1.047   -0.39556
-0.106   1.0474   -0.394576
-0.107   1.04779   -0.393593
-0.108   1.04818   -0.392609
-0.109   1.04858   -0.391626
-0.11   1.04897   -0.390643
-0.111   1.04936   -0.389661
-0.112   1.04975   -0.388678
-0.113   1.05014   -0.387697
-0.114   1.05052   -0.386715
-0.115   1.05091   -0.385734
-0.116   1.05129   -0.384753
-0.117   1.05168   -0.383772
-0.118   1.05206   -0.382792
-0.119   1.05244   -0.381812
-0.12   1.05283   -0.380832
-0.121   1.05321   -0.379853
-0.122   1.05358   -0.378874
-0.123   1.05396   -0.377895
-0.124   1.05434   -0.376917
-0.125   1.05472   -0.375939
-0.126   1.05509   -0.374961
-0.127   1.05547   -0.373984
-0.128   1.05584   -0.373007
-0.129   1.05621   -0.372031
-0.13   1.05658   -0.371055
-0.131   1.05696   -0.370079
-0.132   1.05732   -0.369103
-0.133   1.05769   -0.368128
-0.134   1.05806   -0.367153
-0.135   1.05843   -0.366179
-0.136   1.05879   -0.365205
-0.137   1.05916   -0.364231
-0.138   1.05952   -0.363258
-0.139   1.05988   -0.362285
-0.14   1.06025   -0.361313
-0.141   1.06061   -0.360341
-0.142   1.06097   -0.359369
-0.143   1.06133   -0.358397
-0.144   1.06168   -0.357426
-0.145   1.06204   -0.356456
-0.146   1.0624   -0.355486
-0.147   1.06275   -0.354516
-0.148   1.06311   -0.353547
-0.149   1.06346   -0.352578
-0.15   1.06381   -0.351609
-0.151   1.06416   -0.350641
-0.152   1.06451   -0.349673
-0.153   1.06486   -0.348706
-0.154   1.06521   -0.347739
-0.155   1.06556   -0.346772
-0.156   1.0659   -0.345806
-0.157   1.06625   -0.34484
-0.158   1.06659   -0.343875
-0.159   1.06694   -0.34291
-0.16   1.06728   -0.341946
-0.161   1.06762   -0.340982
-0.162   1.06796   -0.340019
-0.163   1.0683   -0.339055
-0.164   1.06864   -0.338093
-0.165   1.06898   -0.337131
-0.166   1.06931   -0.336169
-0.167   1.06965   -0.335207
-0.168   1.06998   -0.334246
-0.169   1.07032   -0.333286
-0.17   1.07065   -0.332326
-0.171   1.07098   -0.331367
-0.172   1.07131   -0.330407
-0.173   1.07164   -0.329449
-0.174   1.07197   -0.328491
-0.175   1.0723   -0.327533
-0.176   1.07263   -0.326576
-0.177   1.07295   -0.325619
-0.178   1.07328   -0.324663
-0.179   1.0736   -0.323707
-0.18   1.07393   -0.322751
-0.181   1.07425   -0.321797
-0.182   1.07457   -0.320842
-0.183   1.07489   -0.319888
-0.184   1.07521   -0.318935
-0.185   1.07553   -0.317982
-0.186   1.07584   -0.317029
-0.187   1.07616   -0.316077
-0.188   1.07648   -0.315126
-0.189   1.07679   -0.314175
-0.19   1.07711   -0.313225
-0.191   1.07742   -0.312275
-0.192   1.07773   -0.311325
-0.193   1.07804   -0.310376
-0.194   1.07835   -0.309428
-0.195   1.07866   -0.30848
-0.196   1.07897   -0.307532
-0.197   1.07927   -0.306585
-0.198   1.07958   -0.305639
-0.199   1.07989   -0.304693
-0.2   1.08019   -0.303748
-0.201   1.08049   -0.302803
-0.202   1.0808   -0.301858
-0.203   1.0811   -0.300914
-0.204   1.0814   -0.299971
-0.205   1.0817   -0.299028
-0.206   1.082   -0.298086
-0.207   1.08229   -0.297144
-0.208   1.08259   -0.296203
-0.209   1.08289   -0.295263
-0.21   1.08318   -0.294323
-0.211   1.08347   -0.293383
-0.212   1.08377   -0.292444
-0.213   1.08406   -0.291506
-0.214   1.08435   -0.290568
-0.215   1.08464   -0.28963
-0.216   1.08493   -0.288694
-0.217   1.08522   -0.287757
-0.218   1.0855   -0.286822
-0.219   1.08579   -0.285886
-0.22   1.08608   -0.284952
-0.221   1.08636   -0.284018
-0.222   1.08664   -0.283084
-0.223   1.08693   -0.282152
-0.224   1.08721   -0.281219
-0.225   1.08749   -0.280288
-0.226   1.08777   -0.279356
-0.227   1.08805   -0.278426
-0.228   1.08833   -0.277496
-0.229   1.0886   -0.276566
-0.23   1.08888   -0.275638
-0.231   1.08915   -0.274709
-0.232   1.08943   -0.273782
-0.233   1.0897   -0.272855
-0.234   1.08997   -0.271928
-0.235   1.09025   -0.271002
-0.236   1.09052   -0.270077
-0.237   1.09079   -0.269152
-0.238   1.09105   -0.268228
-0.239   1.09132   -0.267305
-0.24   1.09159   -0.266382
-0.241   1.09186   -0.265459
-0.242   1.09212   -0.264538
-0.243   1.09238   -0.263617
-0.244   1.09265   -0.262696
-0.245   1.09291   -0.261776
-0.246   1.09317   -0.260857
-0.247   1.09343   -0.259938
-0.248   1.09369   -0.25902
-0.249   1.09395   -0.258103
-0.25   1.09421   -0.257186
-0.251   1.09446   -0.25627
-0.252   1.09472   -0.255354
-0.253   1.09497   -0.25444
-0.254   1.09523   -0.253525
-0.255   1.09548   -0.252612
-0.256   1.09573   -0.251699
-0.257   1.09599   -0.250786
-0.258   1.09624   -0.249874
-0.259   1.09649   -0.248963
-0.26   1.09673   -0.248053
-0.261   1.09698   -0.247143
-0.262   1.09723   -0.246234
-0.263   1.09747   -0.245325
-0.264   1.09772   -0.244418
-0.265   1.09796   -0.24351
-0.266   1.09821   -0.242604
-0.267   1.09845   -0.241698
-0.268   1.09869   -0.240793
-0.269   1.09893   -0.239888
-0.27   1.09917   -0.238984
-0.271   1.09941   -0.238081
-0.272   1.09964   -0.237178
-0.273   1.09988   -0.236276
-0.274   1.10012   -0.235375
-0.275   1.10035   -0.234474
-0.276   1.10059   -0.233574
-0.277   1.10082   -0.232675
-0.278   1.10105   -0.231777
-0.279   1.10128   -0.230879
-0.28   1.10151   -0.229981
-0.281   1.10174   -0.229085
-0.282   1.10197   -0.228189
-0.283   1.1022   -0.227294
-0.284   1.10243   -0.226399
-0.285   1.10265   -0.225505
-0.286   1.10288   -0.224612
-0.287   1.1031   -0.22372
-0.288   1.10332   -0.222828
-0.289   1.10355   -0.221937
-0.29   1.10377   -0.221047
-0.291   1.10399   -0.220157
-0.292   1.10421   -0.219268
-0.293   1.10443   -0.21838
-0.294   1.10465   -0.217492
-0.295   1.10486   -0.216605
-0.296   1.10508   -0.215719
-0.297   1.10529   -0.214834
-0.298   1.10551   -0.213949
-0.299   1.10572   -0.213065
-0.3   1.10593   -0.212182
-0.301   1.10615   -0.211299
-0.302   1.10636   -0.210417
-0.303   1.10657   -0.209536
-0.304   1.10678   -0.208656
-0.305   1.10698   -0.207776
-0.306   1.10719   -0.206897
-0.307   1.1074   -0.206019
-0.308   1.1076   -0.205141
-0.309   1.10781   -0.204264
-0.31   1.10801   -0.203388
-0.311   1.10822   -0.202513
-0.312   1.10842   -0.201638
-0.313   1.10862   -0.200764
-0.314   1.10882   -0.199891
-0.315   1.10902   -0.199019
-0.316   1.10922   -0.198147
-0.317   1.10941   -0.197276
-0.318   1.10961   -0.196406
-0.319   1.10981   -0.195537
-0.32   1.11   -0.194668
-0.321   1.1102   -0.1938
-0.322   1.11039   -0.192933
-0.323   1.11058   -0.192066
-0.324   1.11077   -0.191201
-0.325   1.11097   -0.190336
-0.326   1.11116   -0.189471
-0.327   1.11134   -0.188608
-0.328   1.11153   -0.187745
-0.329   1.11172   -0.186883
-0.33   1.11191   -0.186022
-0.331   1.11209   -0.185162
-0.332   1.11228   -0.184302
-0.333   1.11246   -0.183443
-0.334   1.11264   -0.182585
-0.335   1.11283   -0.181728
-0.336   1.11301   -0.180872
-0.337   1.11319   -0.180016
-0.338   1.11337   -0.179161
-0.339   1.11355   -0.178307
-0.34   1.11372   -0.177453
-0.341   1.1139   -0.1766
-0.342   1.11408   -0.175749
-0.343   1.11425   -0.174898
-0.344   1.11443   -0.174047
-0.345   1.1146   -0.173198
-0.346   1.11477   -0.172349
-0.347   1.11494   -0.171501
-0.348   1.11512   -0.170654
-0.349   1.11529   -0.169807
-0.35   1.11546   -0.168962
-0.351   1.11562   -0.168117
-0.352   1.11579   -0.167273
-0.353   1.11596   -0.16643
-0.354   1.11612   -0.165587
-0.355   1.11629   -0.164746
-0.356   1.11645   -0.163905
-0.357   1.11662   -0.163065
-0.358   1.11678   -0.162226
-0.359   1.11694   -0.161388
-0.36   1.1171   -0.16055
-0.361   1.11726   -0.159713
-0.362   1.11742   -0.158877
-0.363   1.11758   -0.158042
-0.364   1.11774   -0.157208
-0.365   1.1179   -0.156374
-0.366   1.11805   -0.155541
-0.367   1.11821   -0.15471
-0.368   1.11836   -0.153879
-0.369   1.11851   -0.153048
-0.37   1.11867   -0.152219
-0.371   1.11882   -0.15139
-0.372   1.11897   -0.150562
-0.373   1.11912   -0.149735
-0.374   1.11927   -0.148909
-0.375   1.11942   -0.148084
-0.376   1.11957   -0.14726
-0.377   1.11971   -0.146436
-0.378   1.11986   -0.145613
-0.379   1.12   -0.144791
-0.38   1.12015   -0.14397
-0.381   1.12029   -0.14315
-0.382   1.12043   -0.14233
-0.383   1.12058   -0.141512
-0.384   1.12072   -0.140694
-0.385   1.12086   -0.139877
-0.386   1.121   -0.139061
-0.387   1.12114   -0.138245
-0.388   1.12127   -0.137431
-0.389   1.12141   -0.136617
-0.39   1.12155   -0.135805
-0.391   1.12168   -0.134993
-0.392   1.12182   -0.134182
-0.393   1.12195   -0.133371
-0.394   1.12208   -0.132562
-0.395   1.12222   -0.131754
-0.396   1.12235   -0.130946
-0.397   1.12248   -0.130139
-0.398   1.12261   -0.129333
-0.399   1.12274   -0.128528
-0.4   1.12286   -0.127724
-0.401   1.12299   -0.126921
-0.402   1.12312   -0.126118
-0.403   1.12324   -0.125317
-0.404   1.12337   -0.124516
-0.405   1.12349   -0.123716
-0.406   1.12362   -0.122917
-0.407   1.12374   -0.122119
-0.408   1.12386   -0.121322
-0.409   1.12398   -0.120525
-0.41   1.1241   -0.11973
-0.411   1.12422   -0.118935
-0.412   1.12434   -0.118141
-0.413   1.12446   -0.117348
-0.414   1.12457   -0.116556
-0.415   1.12469   -0.115765
-0.416   1.12481   -0.114975
-0.417   1.12492   -0.114185
-0.418   1.12503   -0.113397
-0.419   1.12515   -0.112609
-0.42   1.12526   -0.111822
-0.421   1.12537   -0.111037
-0.422   1.12548   -0.110252
-0.423   1.12559   -0.109468
-0.424   1.1257   -0.108684
-0.425   1.12581   -0.107902
-0.426   1.12592   -0.107121
-0.427   1.12602   -0.10634
-0.428   1.12613   -0.10556
-0.429   1.12623   -0.104782
-0.43   1.12634   -0.104004
-0.431   1.12644   -0.103227
-0.432   1.12654   -0.102451
-0.433   1.12665   -0.101676
-0.434   1.12675   -0.100901
-0.435   1.12685   -0.100128
-0.436   1.12695   -0.0993554
-0.437   1.12705   -0.0985838
-0.438   1.12715   -0.0978132
-0.439   1.12724   -0.0970434
-0.44   1.12734   -0.0962746
-0.441   1.12743   -0.0955066
-0.442   1.12753   -0.0947395
-0.443   1.12762   -0.0939734
-0.444   1.12772   -0.0932082
-0.445   1.12781   -0.0924439
-0.446   1.1279   -0.0916804
-0.447   1.12799   -0.0909179
-0.448   1.12808   -0.0901564
-0.449   1.12817   -0.0893957
-0.45   1.12826   -0.0886359
-0.451   1.12835   -0.0878771
-0.452   1.12844   -0.0871192
-0.453   1.12853   -0.0863622
-0.454   1.12861   -0.0856061
-0.455   1.1287   -0.0848509
-0.456   1.12878   -0.0840967
-0.457   1.12887   -0.0833433
-0.458   1.12895   -0.0825909
-0.459   1.12903   -0.0818395
-0.46   1.12911   -0.0810889
-0.461   1.12919   -0.0803393
-0.462   1.12927   -0.0795906
-0.463   1.12935   -0.0788428
-0.464   1.12943   -0.078096
-0.465   1.12951   -0.07735
-0.466   1.12959   -0.0766051
-0.467   1.12966   -0.075861
-0.468   1.12974   -0.0751179
-0.469   1.12981   -0.0743757
-0.47   1.12989   -0.0736344
-0.471   1.12996   -0.0728941
-0.472   1.13003   -0.0721547
-0.473   1.1301   -0.0714163
-0.474   1.13017   -0.0706788
-0.475   1.13024   -0.0699422
-0.476   1.13031   -0.0692065
-0.477   1.13038   -0.0684719
-0.478   1.13045   -0.0677381
-0.479   1.13052   -0.0670053
-0.48   1.13059   -0.0662734
-0.481   1.13065   -0.0655425
-0.482   1.13072   -0.0648125
-0.483   1.13078   -0.0640835
-0.484   1.13084   -0.0633554
-0.485   1.13091   -0.0626282
-0.486   1.13097   -0.061902
-0.487   1.13103   -0.0611768
-0.488   1.13109   -0.0604525
-0.489   1.13115   -0.0597291
-0.49   1.13121   -0.0590067
-0.491   1.13127   -0.0582853
-0.492   1.13133   -0.0575648
-0.493   1.13139   -0.0568453
-0.494   1.13144   -0.0561267
-0.495   1.1315   -0.055409
-0.496   1.13155   -0.0546924
-0.497   1.13161   -0.0539766
-0.498   1.13166   -0.0532619
-0.499   1.13171   -0.0525481
-0.5   1.13177   -0.0518352
-0.501   1.13182   -0.0511233
-0.502   1.13187   -0.0504124
-0.503   1.13192   -0.0497024
-0.504   1.13197   -0.0489934
-0.505   1.13202   -0.0482854
-0.506   1.13206   -0.0475783
-0.507   1.13211   -0.0468722
-0.508   1.13216   -0.046167
-0.509   1.1322   -0.0454628
-0.51   1.13225   -0.0447596
-0.511   1.13229   -0.0440574
-0.512   1.13234   -0.0433561
-0.513   1.13238   -0.0426558
-0.514   1.13242   -0.0419564
-0.515   1.13246   -0.041258
-0.516   1.1325   -0.0405606
-0.517   1.13254   -0.0398642
-0.518   1.13258   -0.0391687
-0.519   1.13262   -0.0384742
-0.52   1.13266   -0.0377807
-0.521   1.1327   -0.0370881
-0.522   1.13274   -0.0363966
-0.523   1.13277   -0.035706
-0.524   1.13281   -0.0350163
-0.525   1.13284   -0.0343277
-0.526   1.13288   -0.03364
-0.527   1.13291   -0.0329533
-0.528   1.13294   -0.0322676
-0.529   1.13297   -0.0315829
-0.53   1.133   -0.0308991
-0.531   1.13303   -0.0302163
-0.532   1.13306   -0.0295345
-0.533   1.13309   -0.0288537
-0.534   1.13312   -0.0281739
-0.535   1.13315   -0.027495
-0.536   1.13318   -0.0268172
-0.537   1.1332   -0.0261403
-0.538   1.13323   -0.0254644
-0.539   1.13325   -0.0247895
-0.54   1.13328   -0.0241155
-0.541   1.1333   -0.0234426
-0.542   1.13333   -0.0227706
-0.543   1.13335   -0.0220997
-0.544   1.13337   -0.0214297
-0.545   1.13339   -0.0207607
-0.546   1.13341   -0.0200927
-0.547   1.13343   -0.0194256
-0.548   1.13345   -0.0187596
-0.549   1.13347   -0.0180946
-0.55   1.13349   -0.0174305
-0.551   1.1335   -0.0167675
-0.552   1.13352   -0.0161054
-0.553   1.13354   -0.0154443
-0.554   1.13355   -0.0147843
-0.555   1.13357   -0.0141252
-0.556   1.13358   -0.0134671
-0.557   1.13359   -0.01281
-0.558   1.13361   -0.0121539
-0.559   1.13362   -0.0114988
-0.56   1.13363   -0.0108447
-0.561   1.13364   -0.0101916
-0.562   1.13365   -0.00953944
-0.563   1.13366   -0.00888832
-0.564   1.13367   -0.0082382
-0.565   1.13367   -0.00758908
-0.566   1.13368   -0.00694096
-0.567   1.13369   -0.00629383
-0.568   1.13369   -0.00564771
-0.569   1.1337   -0.00500258
-0.57   1.1337   -0.00435846
-0.571   1.13371   -0.00371534
-0.572   1.13371   -0.00307322
-0.573   1.13371   -0.0024321
-0.574   1.13372   -0.00179198
-0.575   1.13372   -0.00115287
-0.576   1.13372   -0.00051476
-0.577   1.13372   0.000122346
-0.578   1.13372   0.000758448
-0.579   1.13372   0.00139355
-0.58   1.13372   0.00202764
-0.581   1.13371   0.00266072
-0.582   1.13371   0.00329281
-0.583   1.13371   0.00392388
