t:      z:         z':
-2.428   0.856118   0.0782472
-2.429   0.85604   0.0781328
-2.43   0.855962   0.0780185
-2.431   0.855884   0.0779043
-2.432   0.855806   0.0777903
-2.433   0.855728   0.0776763
-2.434   0.85565   0.0775625
-2.435   0.855573   0.0774488
-2.436   0.855496   0.0773352
-2.437   0.855418   0.0772218
-2.438   0.855341   0.0771084
-2.439   0.855264   0.0769952
-2.44   0.855187   0.0768821
-2.441   0.85511   0.0767691
-2.442   0.855034   0.0766562
-2.443   0.854957   0.0765435
-2.444   0.854881   0.0764308
-2.445   0.854804   0.0763183
-2.446   0.854728   0.0762059
-2.447   0.854652   0.0760936
-2.448   0.854576   0.0759814
-2.449   0.8545   0.0758694
-2.45   0.854424   0.0757574
-2.451   0.854348   0.0756456
-2.452   0.854273   0.0755339
-2.453   0.854197   0.0754224
-2.454   0.854122   0.0753109
-2.455   0.854047   0.0751995
-2.456   0.853971   0.0750883
-2.457   0.853896   0.0749772
-2.458   0.853821   0.0748662
-2.459   0.853747   0.0747554
-2.46   0.853672   0.0746446
-2.461   0.853597   0.074534
-2.462   0.853523   0.0744235
-2.463   0.853449   0.0743131
-2.464   0.853374   0.0742028
-2.465   0.8533   0.0740926
-2.466   0.853226   0.0739826
-2.467   0.853152   0.0738727
-2.468   0.853078   0.0737629
-2.469   0.853005   0.0736532
-2.47   0.852931   0.0735436
-2.471   0.852858   0.0734342
-2.472   0.852784   0.0733248
-2.473   0.852711   0.0732156
-2.474   0.852638   0.0731065
-2.475   0.852565   0.0729975
-2.476   0.852492   0.0728887
-2.477   0.852419   0.07278
-2.478   0.852346   0.0726713
-2.479   0.852274   0.0725628
-2.48   0.852201   0.0724545
-2.481   0.852129   0.0723462
-2.482   0.852056   0.0722381
-2.483   0.851984   0.07213
-2.484   0.851912   0.0720221
-2.485   0.85184   0.0719143
-2.486   0.851768   0.0718067
-2.487   0.851697   0.0716991
-2.488   0.851625   0.0715917
-2.489   0.851553   0.0714844
-2.49   0.851482   0.0713772
-2.491   0.851411   0.0712701
-2.492   0.851339   0.0711632
-2.493   0.851268   0.0710563
-2.494   0.851197   0.0709496
-2.495   0.851126   0.070843
-2.496   0.851056   0.0707365
-2.497   0.850985   0.0706302
-2.498   0.850914   0.0705239
-2.499   0.850844   0.0704178
-2.5   0.850773   0.0703118
-2.501   0.850703   0.0702059
-2.502   0.850633   0.0701002
-2.503   0.850563   0.0699945
-2.504   0.850493   0.069889
-2.505   0.850423   0.0697836
-2.506   0.850354   0.0696783
-2.507   0.850284   0.0695731
-2.508   0.850214   0.0694681
-2.509   0.850145   0.0693631
-2.51   0.850076   0.0692583
-2.511   0.850006   0.0691536
-2.512   0.849937   0.069049
-2.513   0.849868   0.0689446
-2.514   0.849799   0.0688403
-2.515   0.849731   0.068736
-2.516   0.849662   0.0686319
-2.517   0.849593   0.068528
-2.518   0.849525   0.0684241
-2.519   0.849457   0.0683203
-2.52   0.849388   0.0682167
-2.521   0.84932   0.0681132
-2.522   0.849252   0.0680098
-2.523   0.849184   0.0679066
-2.524   0.849116   0.0678034
-2.525   0.849048   0.0677004
-2.526   0.848981   0.0675975
-2.527   0.848913   0.0674947
-2.528   0.848846   0.067392
-2.529   0.848779   0.0672895
-2.53   0.848711   0.067187
-2.531   0.848644   0.0670847
-2.532   0.848577   0.0669825
-2.533   0.84851   0.0668804
-2.534   0.848443   0.0667785
-2.535   0.848377   0.0666766
-2.536   0.84831   0.0665749
-2.537   0.848243   0.0664733
-2.538   0.848177   0.0663718
-2.539   0.848111   0.0662705
-2.54   0.848044   0.0661692
-2.541   0.847978   0.0660681
-2.542   0.847912   0.0659671
-2.543   0.847846   0.0658662
-2.544   0.847781   0.0657654
-2.545   0.847715   0.0656648
-2.546   0.847649   0.0655642
-2.547   0.847584   0.0654638
-2.548   0.847518   0.0653635
-2.549   0.847453   0.0652633
-2.55   0.847388   0.0651633
-2.551   0.847323   0.0650633
-2.552   0.847258   0.0649635
-2.553   0.847193   0.0648638
-2.554   0.847128   0.0647642
-2.555   0.847063   0.0646647
-2.556   0.846999   0.0645654
-2.557   0.846934   0.0644662
-2.558   0.84687   0.0643671
-2.559   0.846805   0.0642681
-2.56   0.846741   0.0641692
-2.561   0.846677   0.0640704
-2.562   0.846613   0.0639718
-2.563   0.846549   0.0638733
-2.564   0.846485   0.0637749
-2.565   0.846422   0.0636766
-2.566   0.846358   0.0635784
-2.567   0.846294   0.0634804
-2.568   0.846231   0.0633824
-2.569   0.846168   0.0632846
-2.57   0.846104   0.0631869
-2.571   0.846041   0.0630894
-2.572   0.845978   0.0629919
-2.573   0.845915   0.0628946
-2.574   0.845852   0.0627973
-2.575   0.84579   0.0627002
-2.576   0.845727   0.0626033
-2.577   0.845664   0.0625064
-2.578   0.845602   0.0624096
-2.579   0.84554   0.062313
-2.58   0.845477   0.0622165
-2.581   0.845415   0.0621201
-2.582   0.845353   0.0620238
-2.583   0.845291   0.0619277
-2.584   0.845229   0.0618316
-2.585   0.845168   0.0617357
-2.586   0.845106   0.0616399
-2.587   0.845044   0.0615442
-2.588   0.844983   0.0614486
-2.589   0.844921   0.0613532
-2.59   0.84486   0.0612579
-2.591   0.844799   0.0611626
-2.592   0.844738   0.0610675
-2.593   0.844677   0.0609726
-2.594   0.844616   0.0608777
-2.595   0.844555   0.0607829
-2.596   0.844494   0.0606883
-2.597   0.844434   0.0605938
-2.598   0.844373   0.0604994
-2.599   0.844313   0.0604051
-2.6   0.844252   0.060311
-2.601   0.844192   0.0602169
-2.602   0.844132   0.060123
-2.603   0.844072   0.0600292
-2.604   0.844012   0.0599355
-2.605   0.843952   0.0598419
-2.606   0.843892   0.0597485
-2.607   0.843832   0.0596551
-2.608   0.843773   0.0595619
-2.609   0.843713   0.0594688
-2.61   0.843654   0.0593758
-2.611   0.843594   0.0592829
-2.612   0.843535   0.0591902
-2.613   0.843476   0.0590975
-2.614   0.843417   0.059005
-2.615   0.843358   0.0589126
-2.616   0.843299   0.0588203
-2.617   0.84324   0.0587281
-2.618   0.843182   0.0586361
-2.619   0.843123   0.0585441
-2.62   0.843065   0.0584523
-2.621   0.843006   0.0583606
-2.622   0.842948   0.058269
-2.623   0.84289   0.0581775
-2.624   0.842832   0.0580862
-2.625   0.842774   0.0579949
-2.626   0.842716   0.0579038
-2.627   0.842658   0.0578128
-2.628   0.8426   0.0577219
-2.629   0.842542   0.0576311
-2.63   0.842485   0.0575404
-2.631   0.842427   0.0574499
-2.632   0.84237   0.0573594
-2.633   0.842312   0.0572691
-2.634   0.842255   0.0571789
-2.635   0.842198   0.0570888
-2.636   0.842141   0.0569989
-2.637   0.842084   0.056909
-2.638   0.842027   0.0568193
-2.639   0.841971   0.0567297
-2.64   0.841914   0.0566401
-2.641   0.841857   0.0565508
-2.642   0.841801   0.0564615
-2.643   0.841744   0.0563723
-2.644   0.841688   0.0562833
-2.645   0.841632   0.0561943
-2.646   0.841576   0.0561055
-2.647   0.84152   0.0560168
-2.648   0.841464   0.0559282
-2.649   0.841408   0.0558398
-2.65   0.841352   0.0557514
-2.651   0.841296   0.0556632
-2.652   0.841241   0.055575
-2.653   0.841185   0.055487
-2.654   0.84113   0.0553991
-2.655   0.841074   0.0553114
-2.656   0.841019   0.0552237
-2.657   0.840964   0.0551361
-2.658   0.840909   0.0550487
-2.659   0.840854   0.0549614
-2.66   0.840799   0.0548742
-2.661   0.840744   0.0547871
-2.662   0.840689   0.0547001
-2.663   0.840635   0.0546132
-2.664   0.84058   0.0545265
-2.665   0.840525   0.0544398
-2.666   0.840471   0.0543533
-2.667   0.840417   0.0542669
-2.668   0.840363   0.0541806
-2.669   0.840308   0.0540944
-2.67   0.840254   0.0540083
-2.671   0.8402   0.0539224
-2.672   0.840147   0.0538365
-2.673   0.840093   0.0537508
-2.674   0.840039   0.0536652
-2.675   0.839985   0.0535797
-2.676   0.839932   0.0534943
-2.677   0.839878   0.053409
-2.678   0.839825   0.0533239
-2.679   0.839772   0.0532388
-2.68   0.839719   0.0531539
-2.681   0.839665   0.0530691
-2.682   0.839612   0.0529843
-2.683   0.839559   0.0528998
-2.684   0.839507   0.0528153
-2.685   0.839454   0.0527309
-2.686   0.839401   0.0526466
-2.687   0.839349   0.0525625
-2.688   0.839296   0.0524785
-2.689   0.839244   0.0523945
-2.69   0.839191   0.0523107
-2.691   0.839139   0.052227
-2.692   0.839087   0.0521435
-2.693   0.839035   0.05206
-2.694   0.838983   0.0519766
-2.695   0.838931   0.0518934
-2.696   0.838879   0.0518103
-2.697   0.838827   0.0517272
-2.698   0.838775   0.0516443
-2.699   0.838724   0.0515615
-2.7   0.838672   0.0514788
-2.701   0.838621   0.0513963
-2.702   0.83857   0.0513138
-2.703   0.838518   0.0512315
-2.704   0.838467   0.0511492
-2.705   0.838416   0.0510671
-2.706   0.838365   0.0509851
-2.707   0.838314   0.0509032
-2.708   0.838263   0.0508214
-2.709   0.838212   0.0507397
-2.71   0.838162   0.0506581
-2.711   0.838111   0.0505767
-2.712   0.83806   0.0504953
-2.713   0.83801   0.0504141
-2.714   0.83796   0.050333
-2.715   0.837909   0.0502519
-2.716   0.837859   0.050171
-2.717   0.837809   0.0500902
-2.718   0.837759   0.0500096
-2.719   0.837709   0.049929
-2.72   0.837659   0.0498485
-2.721   0.837609   0.0497682
-2.722   0.83756   0.0496879
-2.723   0.83751   0.0496078
-2.724   0.83746   0.0495278
-2.725   0.837411   0.0494479
-2.726   0.837361   0.0493681
-2.727   0.837312   0.0492884
-2.728   0.837263   0.0492088
-2.729   0.837214   0.0491293
-2.73   0.837165   0.04905
-2.731   0.837116   0.0489707
-2.732   0.837067   0.0488916
-2.733   0.837018   0.0488125
-2.734   0.836969   0.0487336
-2.735   0.83692   0.0486548
-2.736   0.836872   0.0485761
-2.737   0.836823   0.0484975
-2.738   0.836775   0.048419
-2.739   0.836726   0.0483406
-2.74   0.836678   0.0482624
-2.741   0.83663   0.0481842
-2.742   0.836582   0.0481061
-2.743   0.836534   0.0480282
-2.744   0.836486   0.0479504
-2.745   0.836438   0.0478726
-2.746   0.83639   0.047795
-2.747   0.836342   0.0477175
-2.748   0.836294   0.0476401
-2.749   0.836247   0.0475628
-2.75   0.836199   0.0474856
-2.751   0.836152   0.0474086
-2.752   0.836105   0.0473316
-2.753   0.836057   0.0472547
-2.754   0.83601   0.047178
-2.755   0.835963   0.0471013
-2.756   0.835916   0.0470248
-2.757   0.835869   0.0469484
-2.758   0.835822   0.0468721
-2.759   0.835775   0.0467959
-2.76   0.835728   0.0467197
-2.761   0.835682   0.0466437
-2.762   0.835635   0.0465679
-2.763   0.835588   0.0464921
-2.764   0.835542   0.0464164
-2.765   0.835496   0.0463408
-2.766   0.835449   0.0462654
-2.767   0.835403   0.04619
-2.768   0.835357   0.0461148
-2.769   0.835311   0.0460396
-2.77   0.835265   0.0459646
-2.771   0.835219   0.0458897
-2.772   0.835173   0.0458148
-2.773   0.835127   0.0457401
-2.774   0.835082   0.0456655
-2.775   0.835036   0.045591
-2.776   0.83499   0.0455166
-2.777   0.834945   0.0454423
-2.778   0.8349   0.0453681
-2.779   0.834854   0.045294
-2.78   0.834809   0.0452201
-2.781   0.834764   0.0451462
-2.782   0.834719   0.0450724
-2.783   0.834674   0.0449988
-2.784   0.834629   0.0449252
-2.785   0.834584   0.0448518
-2.786   0.834539   0.0447784
-2.787   0.834494   0.0447052
-2.788   0.83445   0.0446321
-2.789   0.834405   0.044559
-2.79   0.83436   0.0444861
-2.791   0.834316   0.0444133
-2.792   0.834272   0.0443406
-2.793   0.834227   0.044268
-2.794   0.834183   0.0441955
-2.795   0.834139   0.0441231
-2.796   0.834095   0.0440508
-2.797   0.834051   0.0439786
-2.798   0.834007   0.0439065
-2.799   0.833963   0.0438345
-2.8   0.833919   0.0437627
-2.801   0.833875   0.0436909
-2.802   0.833832   0.0436192
-2.803   0.833788   0.0435477
-2.804   0.833745   0.0434762
-2.805   0.833701   0.0434048
-2.806   0.833658   0.0433336
-2.807   0.833615   0.0432624
-2.808   0.833571   0.0431914
-2.809   0.833528   0.0431204
-2.81   0.833485   0.0430496
-2.811   0.833442   0.0429789
-2.812   0.833399   0.0429082
-2.813   0.833356   0.0428377
-2.814   0.833314   0.0427673
-2.815   0.833271   0.0426969
-2.816   0.833228   0.0426267
-2.817   0.833186   0.0425566
-2.818   0.833143   0.0424866
-2.819   0.833101   0.0424167
-2.82   0.833058   0.0423468
-2.821   0.833016   0.0422771
-2.822   0.832974   0.0422075
-2.823   0.832931   0.042138
-2.824   0.832889   0.0420686
-2.825   0.832847   0.0419993
-2.826   0.832805   0.0419301
-2.827   0.832763   0.041861
-2.828   0.832722   0.041792
-2.829   0.83268   0.0417231
-2.83   0.832638   0.0416543
-2.831   0.832597   0.0415856
-2.832   0.832555   0.041517
-2.833   0.832514   0.0414485
-2.834   0.832472   0.0413801
-2.835   0.832431   0.0413118
-2.836   0.83239   0.0412437
-2.837   0.832348   0.0411756
-2.838   0.832307   0.0411076
-2.839   0.832266   0.0410397
-2.84   0.832225   0.0409719
-2.841   0.832184   0.0409042
-2.842   0.832143   0.0408366
-2.843   0.832102   0.0407691
-2.844   0.832062   0.0407018
-2.845   0.832021   0.0406345
-2.846   0.83198   0.0405673
-2.847   0.83194   0.0405002
-2.848   0.831899   0.0404332
-2.849   0.831859   0.0403663
-2.85   0.831819   0.0402995
-2.851   0.831778   0.0402329
-2.852   0.831738   0.0401663
-2.853   0.831698   0.0400998
-2.854   0.831658   0.0400334
-2.855   0.831618   0.0399671
-2.856   0.831578   0.0399009
-2.857   0.831538   0.0398348
-2.858   0.831498   0.0397688
-2.859   0.831459   0.0397029
-2.86   0.831419   0.0396371
-2.861   0.831379   0.0395714
-2.862   0.83134   0.0395058
-2.863   0.8313   0.0394403
-2.864   0.831261   0.0393749
-2.865   0.831222   0.0393096
-2.866   0.831182   0.0392444
-2.867   0.831143   0.0391793
-2.868   0.831104   0.0391143
-2.869   0.831065   0.0390494
-2.87   0.831026   0.0389846
-2.871   0.830987   0.0389198
-2.872   0.830948   0.0388552
-2.873   0.830909   0.0387907
-2.874   0.830871   0.0387263
-2.875   0.830832   0.0386619
-2.876   0.830793   0.0385977
-2.877   0.830755   0.0385336
-2.878   0.830716   0.0384695
-2.879   0.830678   0.0384056
-2.88   0.830639   0.0383417
-2.881   0.830601   0.038278
-2.882   0.830563   0.0382143
-2.883   0.830525   0.0381508
-2.884   0.830486   0.0380873
-2.885   0.830448   0.038024
-2.886   0.83041   0.0379607
-2.887   0.830372   0.0378975
-2.888   0.830335   0.0378345
-2.889   0.830297   0.0377715
-2.89   0.830259   0.0377086
-2.891   0.830221   0.0376458
-2.892   0.830184   0.0375831
-2.893   0.830146   0.0375205
-2.894   0.830109   0.037458
-2.895   0.830071   0.0373956
-2.896   0.830034   0.0373333
-2.897   0.829997   0.0372711
-2.898   0.829959   0.037209
-2.899   0.829922   0.0371469
-2.9   0.829885   0.037085
-2.901   0.829848   0.0370232
-2.902   0.829811   0.0369614
-2.903   0.829774   0.0368998
-2.904   0.829737   0.0368382
-2.905   0.8297   0.0367768
-2.906   0.829664   0.0367154
-2.907   0.829627   0.0366541
-2.908   0.82959   0.036593
-2.909   0.829554   0.0365319
-2.91   0.829517   0.0364709
-2.911   0.829481   0.03641
-2.912   0.829445   0.0363492
-2.913   0.829408   0.0362885
-2.914   0.829372   0.0362279
-2.915   0.829336   0.0361673
-2.916   0.8293   0.0361069
-2.917   0.829264   0.0360466
-2.918   0.829228   0.0359863
-2.919   0.829192   0.0359262
-2.92   0.829156   0.0358661
-2.921   0.82912   0.0358062
-2.922   0.829084   0.0357463
-2.923   0.829048   0.0356865
-2.924   0.829013   0.0356268
-2.925   0.828977   0.0355672
-2.926   0.828942   0.0355077
-2.927   0.828906   0.0354483
-2.928   0.828871   0.035389
-2.929   0.828835   0.0353298
-2.93   0.8288   0.0352707
-2.931   0.828765   0.0352116
-2.932   0.82873   0.0351527
-2.933   0.828694   0.0350938
-2.934   0.828659   0.035035
-2.935   0.828624   0.0349764
-2.936   0.828589   0.0349178
-2.937   0.828555   0.0348593
-2.938   0.82852   0.0348009
-2.939   0.828485   0.0347426
-2.94   0.82845   0.0346844
-2.941   0.828416   0.0346262
-2.942   0.828381   0.0345682
-2.943   0.828346   0.0345102
-2.944   0.828312   0.0344524
-2.945   0.828278   0.0343946
-2.946   0.828243   0.0343369
-2.947   0.828209   0.0342793
-2.948   0.828175   0.0342218
-2.949   0.82814   0.0341644
-2.95   0.828106   0.0341071
-2.951   0.828072   0.0340499
-2.952   0.828038   0.0339928
-2.953   0.828004   0.0339357
-2.954   0.82797   0.0338787
-2.955   0.827936   0.0338219
-2.956   0.827903   0.0337651
-2.957   0.827869   0.0337084
-2.958   0.827835   0.0336518
-2.959   0.827802   0.0335953
-2.96   0.827768   0.0335389
-2.961   0.827735   0.0334825
-2.962   0.827701   0.0334263
-2.963   0.827668   0.0333701
-2.964   0.827634   0.033314
-2.965   0.827601   0.0332581
-2.966   0.827568   0.0332022
-2.967   0.827535   0.0331464
-2.968   0.827502   0.0330906
-2.969   0.827468   0.033035
-2.97   0.827435   0.0329795
-2.971   0.827403   0.032924
-2.972   0.82737   0.0328686
-2.973   0.827337   0.0328134
-2.974   0.827304   0.0327582
-2.975   0.827271   0.0327031
-2.976   0.827239   0.0326481
-2.977   0.827206   0.0325931
-2.978   0.827173   0.0325383
-2.979   0.827141   0.0324835
-2.98   0.827108   0.0324288
-2.981   0.827076   0.0323743
-2.982   0.827044   0.0323198
-2.983   0.827011   0.0322654
-2.984   0.826979   0.032211
-2.985   0.826947   0.0321568
-2.986   0.826915   0.0321026
-2.987   0.826883   0.0320486
-2.988   0.826851   0.0319946
-2.989   0.826819   0.0319407
-2.99   0.826787   0.0318869
-2.991   0.826755   0.0318332
-2.992   0.826723   0.0317795
-2.993   0.826691   0.031726
-2.994   0.82666   0.0316725
-2.995   0.826628   0.0316191
-2.996   0.826597   0.0315658
-2.997   0.826565   0.0315126
-2.998   0.826533   0.0314595
-2.999   0.826502   0.0314065
-3   0.826471   0.0313535
-3.001   0.826439   0.0313006
